이름,도로명주소,위도,경도
경산남천우편취급국,경상북도 경산시 남천면 남천로 469 (삼성리),,
경산대구대학교우편취급국,경상북도 경산시 진량읍 대구대로 201 (대구대학교경산캠퍼스),,
경산대동우편취급국,경상북도 경산시 대동안길 2 (대동),,
경산서상동우체국,경상북도 경산시 경안로29길 34 (서상동),,
경산압량우체국,경상북도 경산시 압량면 부적길 35-4,,
경산옥곡동우체국,경상북도 경산시 경산로 55 (옥곡동),,
경산옥산동우체국,경상북도 경산시 성암로5길 4 (옥산동),,
경산와촌우체국,경상북도 경산시 와촌면 금송로 410,,
경산용성우체국,경상북도 경산시 용성면 용성당리1길 1,,
경산우방우편취급국,경상북도 경산시 대학로12길 9 (정평동),,
경산우체국,경상북도 경산시 백자로 130 (사동),,
경산자인우체국,경상북도 경산시 자인면 일연로 90,,
경산중방동우체국,경상북도 경산시 경안로 216 (중방동),,
경산중산우편취급국,경상북도 경산시 경산로 261 (중산동),,
경산진량공단우체국,경상북도 경산시 진량읍 공단4로 153-14,,
경산진량우체국,경상북도 경산시 진량읍 대학로 1057,,
경산하양우체국,경상북도 경산시 하양읍 하양로 100,,
경일대학교우편취급국,경상북도 경산시 하양읍 가마실길 50,,
대구가톨릭대학교우편취급국,경상북도 경산시 하양읍 하양로 13-13 (대구가톨릭대학교),,
대구한의대학교우편취급국,경상북도 경산시 한의대로 1 (유곡동),,
영남대학교우편취급국,"경상북도 경산시 대학로 280 (대동,영남대학교)",,
구미고아원호우체국,경상북도 구미시 고아읍 문장로 180,,
구미공단우체국,경상북도 구미시 1공단로7길 86-19 (공단동),,
구미관심리우편취급국,경상북도 구미시 고아읍 선산대로 1014 (관심리),,
구미구평동우체국,경상북도 구미시 인동43길 3 (구평동),,
구미낙계우편취급국,"경상북도 구미시 1공단로 182, 금오빌딩 (공단동)",,
구미도개우체국,경상북도 구미시 도개면 도안로 96,,
구미도량동우체국,경상북도 구미시 송동로 127 (도량동),,
구미무을우체국,경상북도 구미시 무을면 상무로 996,,
구미봉곡동우체국,경상북도 구미시 봉곡로 143 (봉곡동),,
구미산동우체국,경상북도 구미시 산동읍 강동로 1000 (적림리),,
구미상모동우체국,경상북도 구미시 상모로 74 (상모동),,
구미선산우체국,경상북도 구미시 선산읍 남문로 31,,
구미신평우편취급국,경상북도 구미시 구미대로 399 (신평동),,
구미양포동우체국,경상북도 구미시 산호대로35길 10 (옥계동),,
구미옥성우체국,경상북도 구미시 옥성면 주아1길 14,,
구미우체국,경상북도 구미시 송원서로 6 (송정동),,
구미원평동우체국,경상북도 구미시 구미중앙로11길 9 (원평동),,
구미인동우체국,경상북도 구미시 인동중앙로 11 (인의동),,
구미장천우체국,경상북도 구미시 장천면 강동로 143,,
구미해평우체국,경상북도 구미시 해평면 강동로 1662,,
구미형곡동우체국,경상북도 구미시 형곡로17길 19 (형곡동),,
구미황상우편취급국,"경상북도 구미시 수출대로31길 91, 한일상가 (황상동)",,
가톨릭상지대학우편취급국,경상북도 안동시 상지길 45 (율세동),,
경북도청출장소,"경상북도 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)",,
안동강남동우체국,경상북도 안동시 강남5길 22 (정하동),,
안동길안우체국,경상북도 안동시 길안면 천지길 38,,
안동남선우체국,경상북도 안동시 남선면 충효로 3850,,
안동남후우체국,경상북도 안동시 남후면 무릉길 105,,
안동녹전우체국,경상북도 안동시 녹전면 녹전로 725,,
안동대학교우편취급국,"경상북도 안동시 경동로 1375 (송천동,안동대학교)",,
안동도산우체국,경상북도 안동시 도산면 청계길 8,,
안동북후우체국,경상북도 안동시 북후면 북평로 845,,
안동삼산동우체국,경상북도 안동시 중앙로 47 (삼산동),,
안동서후우체국,경상북도 안동시 서후면 학가산온천길 377,,
안동신안동우편취급국,"경상북도 안동시 퇴계로 155 (신안동,상일금탑맨션 상가)",,
안동예안우체국,경상북도 안동시 예안면 오리실길 14,,
안동옥동우체국,경상북도 안동시 옥서1길 50 (옥동),,
안동와룡우체국,경상북도 안동시 와룡면 퇴계로 833,,
안동용상동우체국,경상북도 안동시 경동로 935-2 (용상동),,
안동우체국,경상북도 안동시 경동로 560 (당북동),,
안동우체국임동출장소,경상북도 안동시 임동면 편항1길 22,,
안동일직우체국,경상북도 안동시 일직면 중앙통길 31,,
안동임하우체국,경상북도 안동시 임하면 충효로 3258,,
안동풍산우체국,경상북도 안동시 풍산읍 풍산중앙길 119,,
하회마을우체국,경상북도 안동시 풍천면 지풍로 1468,,
경주감포우체국,경상북도 경주시 감포읍 감포로3길 27,,
경주강동우체국,경상북도 경주시 강동면 강동로 8-3,,
경주건천우체국,경상북도 경주시 건천읍 내서로 1088,,
경주내남우체국,경상북도 경주시 내남면 이조1길 3,,
경주대학교우편취급국,경상북도 경주시 태종로 188 (효현동),,
경주동천동우체국,경상북도 경주시 양정로 278 (동천동),,
경주보문우체국,경상북도 경주시 경감로 587-12 (천군동),,
경주산내우체국,경상북도 경주시 산내면 의곡2길 17,,
경주서면우체국,경상북도 경주시 서면 내서로 414-1,,
경주성건동우체국,경상북도 경주시 봉황로 149 (성건동),,
경주안강우체국,경상북도 경주시 안강읍 안강중앙로 243,,
경주양남우체국,경상북도 경주시 양남면 하서중앙길 39,,
경주외동우체국,경상북도 경주시 외동읍 입실로 85,,
경주용강동우체국,경상북도 경주시 다불로 5-4 (용강동),,
경주우체국,경상북도 경주시 화랑로 136 (황오동),,
경주위덕대학교우편취급국,경상북도 경주시 강동면 동해대로 261,,
경주중부동우체국,경상북도 경주시 동성로 48-1 (성건동),,
경주천북우체국,경상북도 경주시 천북면 천북로 388,,
경주현곡우체국,경상북도 경주시 현곡면 용담로 177 우남시티빌101호(금장리 447),,
경주황성동우체국,경상북도 경주시 황성로 37 (황성동),,
문무대왕우체국,경상북도 경주시 문무대왕면 어일중앙길 9,,
불국사우체국,경상북도 경주시 불국신택지5길 11 (진현동),,
북포항우체국,경상북도 포항시 북구 불종로 43 (신흥동),,
제209군사우체국,경상북도 포항시  남구 오천읍 충무로 70,,
포항구룡포우체국,경상북도 포항시 남구 구룡포읍 호미로 267,,
포항기계우체국,경상북도 포항시 북구 기계면 기계로 87 (현내리),,
포항기북우체국,경상북도 포항시 북구 기북면 기북로 436,,
포항대도동우체국,경상북도 포항시 남구 상공로 130 (대도동),,
포항대이동우체국,경상북도 포항시 남구 대이로41번길 18 (대잠동),,
포항동해우체국,경상북도 포항시 남구 동해면 일월로 46 (도구리),,
포항득량동우편취급국,경상북도 포항시 북구 양학로 41 (득량동),,
포항법원우편취급국,경상북도 포항시 북구 법원로 181 (양덕동),,
포항상옥우편취급국,경상북도 포항시 북구 죽장면 죽장로 1831,,
포항송도동우체국,경상북도 포항시 남구 송림로 5 (송도동),,
포항송라우체국,경상북도 포항시 북구 송라면 보경로 37,,
포항신광우체국,경상북도 포항시 북구 신광면 토성길 19,,
포항연일우체국,경상북도 포항시 남구 연일읍 연일로159번길 9,,
포항오천우체국,"경상북도 포항시 남구 오천읍 세계길 10,(문덕리)",,
포항용흥동우편취급국,경상북도 포항시 북구 새마을로 98 (용흥동),,
포항우목우체국,경상북도 포항시 북구 흥해읍 죽천길213번길 16,,
포항우체국,경상북도 포항시 남구 중흥로 66 (상도동),,
포항월포우체국,경상북도 포항시 북구 청하면 월포로160번길 14,,
포항장기우체국,경상북도 포항시 남구 장기면 읍내길 95,,
포항장량동우체국,"경상북도 포항시 북구 양덕남로8번길 3 (장성동,우체국)",,
포항죽장우체국,경상북도 포항시 북구 죽장면 새마을로 3609,,
포항창포동우체국,경상북도 포항시 북구 새천년대로 1103 (창포동),,
포항청림동우편취급국,경상북도 포항시 남구 청림서길 17-6 (청림동),,
포항청하우체국,경상북도 포항시 북구 청하면 청하로217번길 12,,
포항한동대학교우편취급국,경상북도 포항시 북구 흥해읍 한동로 558,,
포항항구동우체국,경상북도 포항시 북구 삼호로 187 (항구동),,
포항호미곶우체국,경상북도 포항시 남구 호미곶면 해맞이로 195-1,,
포항효곡동우체국,경상북도 포항시 남구 지곡로212번길 49 (지곡동),,
포항흥해우체국,경상북도 포항시 북구 흥해읍 흥해로 54-8,,
달성공단우체국,대구광역시  달성군 논공읍 논공중앙로33길 9,,
달성구지우체국,대구광역시  달성군 구지면 창리로11길 18,,
달성논공우체국,대구광역시 달성군 논공읍 비슬로366길 3,,
달성옥포우체국,대구광역시 달성군 옥포읍 비슬로 2302 (기세리),,
달성우체국,대구광역시 달성군 현풍읍 비슬로130길 7 (원교리),,
달성유가우체국,대구광역시 달성군 유가읍 비슬로64길 52-4 (유곡리),,
청도각남우체국,경상북도 청도군 각남면 각남로 89,,
청도각북우체국,경상북도 청도군 각북면 헐티로 806,,
청도고수리우편취급국,경상북도 청도군 청도읍 청화로 201 (고수리),,
청도금천우체국,경상북도 청도군 금천면 선암로 612,,
청도매전우체국,경상북도 청도군 매전면 청려로 3689,,
청도우체국,경상북도 청도군 청도읍 고수뒷길 52,,
청도운문우체국,경상북도 청도군 운문면 청려로 4725,,
청도유천우체국,경상북도 청도군 청도읍 유천길 73,,
청도이서우체국,경상북도 청도군 이서면 학산1길 8,,
청도풍각우체국,경상북도 청도군 풍각면 헐티로 233,,
청도화양우체국,경상북도 청도군 화양읍 도주관로 151,,
군위부계우체국,대구광역시 군위군 부계면 창평길 5 (창평리),,
군위산성우체국,대구광역시 군위군 산성면 산성가음로 684 (화본리),,
군위소보우체국,대구광역시 군위군 소보면 송원3길 31 (송원리),,
군위우보우체국,대구광역시 군위군 우보면 이화길 113 (이화리),,
군위우체국,대구광역시 군위군 군위읍 중앙길 82 (서부리),,
군위의흥우체국,대구광역시 군위군 의흥면 읍내2길 4 (읍내리),,
군위효령우체국,대구광역시 군위군 효령면 치산효령로 2407 (중구리),,
삼국유사우체국,대구광역시 군위군 삼국유사면 삼국유사로 28 (화수리),,
고령개진우체국,경상북도 고령군 개진면 개경포로 955,,
고령다산우체국,경상북도 고령군 다산면 상곡길 73,,
고령덕곡우편취급국,경상북도 고령군 덕곡면 덕운로 821,,
고령성산우체국,경상북도 고령군 성산면 성산로 902-4,,
고령쌍림우체국,경상북도 고령군 쌍림면 대가야로 608,,
고령우곡우체국,경상북도 고령군 우곡면 도진3길 7,,
고령우체국,경상북도 고령군 대가야읍 중앙로 1-1,,
고령운수우체국,경상북도 고령군 운수면 잣밭길 7,,
왜관산업단지우체국,경상북도 칠곡군 왜관읍 공단로4길 18-26,,
칠곡가산우체국,경상북도 칠곡군 가산면 경북대로 1566,,
칠곡기산출장소,경상북도 칠곡군 기산면 대밭골1길 14,,
칠곡동명우체국,경상북도 칠곡군 동명면 금암중앙길 54,,
칠곡북삼우체국,경상북도 칠곡군 북삼읍 인평중앙로 38,,
